id,time,x,y
0,0,11.986478721095605,7.9498678051883545
1,0,4.021175526250707,8.93851533643558
2,0,0,4.988600826977734
3,0,8.961812180648453,9.007034501820332
4,0,11.984298465379387,12
5,0,3.033151948749592,6.9391184988862085
6,0,11.04078094685182,11.03172183894991
7,0,4.032809883233123,6.0087248547162675
8,0,10.020350093397932,8.97703155949583
9,0,2.0779639350956365,9.976073499998234
10,0,10.022135144415063,12
11,0,3.9453840690915256,9.026401182666483
12,0,3.995150630124358,8.037030691881384
13,0,1.9511202905958052,8.036820753409485
14,0,0.9836819244736983,6.942095574304248
15,0,5.046934557835577,2.02534789486712
16,0,8.072296668182407,7.971047786435736
17,0,0,4.047947137565935
18,0,2.021588472292627,7.008039760304287
19,0,6.015412886438042,8.96879786965651
20,0,11.92742852391314,8.046557919171592
21,0,8.038997565891146,6.960966320909245
22,0,0,7.030432760895116
23,0,4.063272922085261,1.0054314190687619
24,0,11.000008449340617,12
25,0,6.055725069573009,9.023128756827985
26,0,3.0279422317285998,6.039842890677028
27,0,6.045003698086344,2.9910376776699303
28,0,8.970350065856906,8.037662379068035
29,0,10.060220560397694,9.974802763551052
0,5,11.976893264075372,7.915267922719987
1,5,4.046591230552424,8.865422831082528
2,5,0,4.98634365475396
3,5,8.913534987230527,9.016757191808278
4,5,11.967867219341242,12
5,5,3.0696281973725412,6.8747245336259475
6,5,11.102416533482412,11.077686786773683
7,5,4.071077833572918,6.017529533142218
8,5,10.0477505575372,8.947104688223698
9,5,2.149621579693185,9.955569340660679
10,5,10.04291121044816,12
11,5,3.8749528077552955,9.060760454388392
12,5,3.988961846533834,8.082526961475663
13,5,1.9001295119627057,8.072577310136158
14,5,0.964176424404028,6.879506580202494
15,5,5.103712038411781,2.0561463332124124
16,5,8.14716004937284,7.941296620739541
17,5,0,4.094531834553817
18,5,2.032783573290027,7.01194284020387
19,5,6.029616261433697,8.941672921736536
20,5,11.861145625304173,8.090853943900758
21,5,8.07517075002464,6.925583344847664
22,5,0,7.069136022992248
23,5,4.123482467679751,1.0124513392710246
24,5,11.000281982525717,12
25,5,6.123713662623602,9.049405956966051
26,5,3.066502119706499,6.0941900113099745
27,5,6.080751867114747,2.984331144738112
28,5,8.946740723233464,8.068816889108515
29,5,10.039387245420597,9.919685349876945
0,10,11.970420920866502,7.892377754972621
1,10,4.067636037131055,8.809000585672463
2,10,0,4.9851944497503125
3,10,8.872847039061815,9.025550480739488
4,10,11.956696176237628,12
5,10,3.1098419856897226,6.802893486209277
6,10,11.162704268547117,11.119557763120902
7,10,4.096714830278069,6.023428062357496
8,10,10.090439142637196,8.901977326767998
9,10,2.208371043104358,9.939175892984993
10,10,10.067517112104564,12
11,10,3.79795758180487,9.099234645263758
12,10,3.9817706271438364,8.14778016155034
13,10,1.850386723915694,8.10628947523611
14,10,0.9452017706219065,6.821183233693181
15,10,5.153256771449439,2.0843395386864243
16,10,8.2159873831648,7.914674440833572
17,10,0,4.107113035194707
18,10,2.0413632675031925,7.015119424145614
19,10,6.04954779706633,8.9045455737731
20,10,11.784387510425399,8.14200499165356
21,10,8.130764731718816,6.872402581117744
22,10,0,7.123546608664074
23,10,4.178262128889306,1.0198543040392054
24,10,11.001284551658452,12
25,10,6.212754031271903,9.08050577467013
26,10,3.086945994549006,6.121550007814768
27,10,6.116725737947556,2.976988985489423
28,10,8.917355108197563,8.107167468699304
29,10,10.02404466335313,9.880735454826885
0,15,11.962741830917073,7.863590682828667
1,15,4.090636830561608,8.746480298690818
2,15,0,4.977434089201993
3,15,8.846448081661055,9.031412801224793
4,15,11.947775494842636,12
5,15,3.1498552885611337,6.725156238927607
6,15,11.23169149008484,11.166324031021361
7,15,4.1169627974559075,6.028084983539288
8,15,10.130112962446972,8.862366392311804
9,15,2.2656966230191133,9.923515495674154
10,15,10.090814455830955,12
11,15,3.721378484141561,9.14083617595822
12,15,3.976056677058116,8.20696568890243
13,15,1.7987175087750094,8.139043692956001
14,15,0.9357916162840203,6.795291413010752
15,15,5.213427768956174,2.1193060659993623
16,15,8.26824197990852,7.894874430279879
17,15,0.0038166145720865225,4.100328018292476
18,15,2.050905223084789,7.018456482775607
19,15,6.0654801252314625,8.873961221746715
20,15,11.690202278999921,8.201776017515918
21,15,8.18778112612231,6.815952435431151
22,15,0,7.189992560405685
23,15,4.231983950284057,1.0259785286461427
24,15,11.002989031824175,12
25,15,6.2903123131139305,9.106913544711299
26,15,3.1232018990741244,6.169775326628564
27,15,6.169403891197927,2.96596216318535
28,15,8.899351630795138,8.130830635470527
29,15,10.003258917445637,9.829940882107897
0,20,11.95319090754003,7.828577334508202
1,20,4.114782066115635,8.67690655577246
2,20,0.0056800490586449625,4.979441909838242
3,20,8.824026061057944,9.036586825669083
4,20,11.941353766375089,12
5,20,3.1841923156438434,6.657173656842293
6,20,11.307808002156298,11.216873675207356
7,20,4.1325295383785114,6.031550492677529
8,20,10.179058480613376,8.813474634189317
9,20,2.3185400852410636,9.909351733038637
10,20,10.111543937136974,12
11,20,3.646973417292895,9.182999885328309
12,20,3.96774738345709,8.283658070934473
13,20,1.749055589770837,8.169365087081353
14,20,0.924060142250557,6.76331399199481
15,20,5.288148248872583,2.162588207869833
16,20,8.348789905007774,7.864559790074521
17,20,0.011542123692563366,4.086580031940912
18,20,2.0635372759884145,7.023044574610923
19,20,6.079312349268736,8.848637327686962
20,20,11.588067670000342,8.264743018632146
21,20,8.25263690744635,6.750826971750255
22,20,0,7.257545257728164
23,20,4.287062717547376,1.0323566977440328
24,20,11.003842775861381,12
25,20,6.3576827456195275,9.128481310299673
26,20,3.1555317127331692,6.209725488929223
27,20,6.221435175138343,2.954187910296344
28,20,8.886067641701812,8.148970566025342
29,20,9.98461091776218,9.785454218157163
0,25,11.941807269849772,7.788195300288752
1,25,4.181048387412501,8.70101759337411
2,25,0.028146587479906764,4.987362774939328
3,25,8.813667111640477,9.03862112005615
4,25,11.933738409452124,12
5,25,3.2235274646206586,6.576022809670958
6,25,11.261960227292235,11.288732109701497
7,25,4.144351978466768,6.033900332634704
8,25,10.229508421700592,8.765177759082958
9,25,2.366743044255131,9.894755381930544
10,25,10.134571364310894,12
11,25,3.551198144123239,9.237496925725866
12,25,3.960222491494776,8.352904422548544
13,25,1.7010289734622541,8.200993833008118
14,25,0.9171068567710986,6.744631176962579
15,25,5.242004021411767,2.244278241402784
16,25,8.401914564023555,7.844839799227885
17,25,0,4.078994494369556
18,25,2.0848792424395257,7.0316581868354255
19,25,6.10144165175604,8.806900725688376
20,25,11.49093456030233,8.323612658679032
21,25,8.314481089704307,6.685821387038433
22,25,0,7.3227333888237105
23,25,4.322913841088923,1.0360510293079372
24,25,11.006741910105504,12
25,25,6.448192729186829,9.160462050196493
26,25,3.1949835278634664,6.257715263644561
27,25,6.265060467406173,2.9438124587333294
28,25,8.874408931024686,8.164800543164011
29,25,9.977403823202215,9.768882097568422
0,30,11.928414494059473,7.741607169520962
1,30,4.263298053457228,8.733563426678653
2,30,0.06307263061001654,5.0005480278463015
3,30,8.818678269285211,9.037798221212
4,30,11.926243271546236,12
5,30,3.2609647888013615,6.492250312584963
6,30,11.225603031346154,11.34772949041019
7,30,4.120376808914786,6.028957710056693
8,30,10.27365970157044,8.723808502405408
9,30,2.4034845541000216,9.884924479305942
10,30,10.149400008594787,12
11,30,3.4448827314058033,9.300719294479592
12,30,3.9537151288599537,8.405154690828795
13,30,1.6612555678839482,8.227447661264113
14,30,0.9079452689124633,6.719961018321995
15,30,5.1950872249301,2.3255047532133393
16,30,8.475815162899291,7.817583092339682
17,30,0,4.075202576511561
18,30,2.091275979231932,7.034210257247123
19,30,6.128857760927842,8.754378943841791
20,30,11.398507915685396,8.37982890899922
21,30,8.387280363804642,6.612555423565972
22,30,0,7.390925038150307
23,30,4.374924450515682,1.0415705916432683
24,30,11.009636678540074,12
25,30,6.540845425982676,9.192350020180221
26,30,3.2437155462929903,6.315533567142583
27,30,6.3290009434872525,2.928364179929792
28,30,8.852240440163177,8.194467050339053
29,30,9.963954998723565,9.740736972108474
0,35,11.916592798703244,7.698318083669764
1,35,4.334472574808601,8.76208077800086
2,35,0.09257843901750962,5.012297777729816
3,35,8.818110077393456,9.037882362501083
4,35,11.920281066478784,12
5,35,3.2935397215740583,6.420500836245311
6,35,11.190647931147133,11.408390391170618
7,35,4.080992600412881,6.020753124808311
8,35,10.323526802740687,8.677533056920678
9,35,2.457727704668185,9.872578273647923
10,35,10.169085464449996,12
11,35,3.3299310379944114,9.368484459662591
12,35,3.9454968997769946,8.4726925714838
13,35,1.6408125450989728,8.240895844375187
14,35,0.9016216747614085,6.7038954329781815
15,35,5.153897869640402,2.3958684711329656
16,35,8.550800402621592,7.790269161604497
17,35,0,4.065641376212183
18,35,2.085743530330453,7.031819263281761
19,35,6.153931954516417,8.70595113157694
20,35,11.297782899817726,8.439306708712413
21,35,8.45531816898047,6.5442333822539185
22,35,0,7.462049237838531
23,35,4.432614968049089,1.0472501384246116
24,35,11.012744229388385,12
25,35,6.64852906008254,9.229360935467609
26,35,3.303259654755098,6.384814025560334
27,35,6.423291068121492,2.9072730671126945
28,35,8.820355288187894,8.240815483815545
29,35,9.949544417728996,9.710461734139178
0,40,11.90920320806172,7.666925340136322
1,40,4.395242002907648,8.784492826246941
2,40,0.11304112244717404,5.020185894029421
3,40,8.81219057820734,9.038685448829874
4,40,11.916707872655177,12
5,40,3.3228468064952463,6.3585658834397725
6,40,11.152596375737065,11.471894128728279
7,40,4.0344585059444995,6.010848671108866
8,40,10.367642005090593,8.63841531618765
9,40,2.505076161600926,9.8619375349368
10,40,10.190585753043006,12
11,40,3.27872547374729,9.27915760332336
12,40,3.9390218676969235,8.530292306875406
13,40,1.6167158052389508,8.256946997181922
14,40,0.8937367781006806,6.684981233799741
15,40,5.09846488595931,2.4896661733454835
16,40,8.642330899041955,7.7571745711731666
17,40,0,4.045853128263401
18,40,2.070731311920519,7.025172519387856
19,40,6.184157751237879,8.648950112427677
20,40,11.189959147230557,8.498664108092123
21,40,8.529089259475462,6.4687246967387475
22,40,0.06704096473738667,7.5771475665530135
23,40,4.487500607631559,1.0526735468387358
24,40,11.015062379716767,12
25,40,6.733073543935516,9.258713928243283
26,40,3.357795042677947,6.4497574989487445
27,40,6.501593782023287,2.8913452278048584
28,40,8.781266780865748,8.297873108793484
29,40,9.930946952140896,9.671551413883138
0,45,11.898400522582143,7.619290678319954
1,45,4.446817917860433,8.803112427869618
2,45,0.13790030779362844,5.02995445085017
3,45,8.80907961868409,9.038971082723624
4,45,11.914493977279077,12
5,45,3.353405312235454,6.294763234407451
6,45,11.105800621240148,11.552513758497073
7,45,3.9681848056451914,5.998794048995927
8,45,10.42698554505974,8.584879591657788
9,45,2.563355894038705,9.84943703611457
10,45,10.216328614234994,12
11,45,3.2319366513919663,9.193192319661593
12,45,3.9341443084133667,8.579052282029297
13,45,1.5761721952860905,8.284051327953225
14,45,0.8845929886939938,6.665035985685246
15,45,5.0488898506304505,2.5713117834117116
16,45,8.736336277558578,7.72452692222943
17,45,0,4.022989159439237
18,45,2.0505635556934974,7.016063774543626
19,45,6.212807660225551,8.596343387828979
20,45,11.062419441130272,8.564382208888901
21,45,8.608530720576594,6.385647761817288
22,45,0.1280440296883497,7.682514291582178
23,45,4.572838993303203,1.062432190174511
24,45,10.995468146575226,12
25,45,6.822730733621403,9.289522129487096
26,45,3.4143334436390265,6.514806911011976
27,45,6.587209144447124,2.875112981999977
28,45,8.741423894862798,8.35597308815364
29,45,9.901479299373527,9.615181871080217
0,50,11.887470573251536,7.568932450338196
1,50,4.502496824595048,8.823033736035525
2,50,0.16130618350114564,5.039173225350422
3,50,8.81324904195743,9.03860730700595
4,50,11.911753897243802,12
5,50,3.374743747690861,6.24839320165029
6,50,11.057847427175176,11.633612696407164
7,50,3.900497489697594,5.986327753368485
8,50,10.505482298251618,8.51083049296225
9,50,2.6123750239784878,9.837878006225608
10,50,10.223851547720447,12
11,50,3.1797142306857773,9.090459423578283
12,50,3.9294408161510193,8.62367251271173
13,50,1.5441618031569726,8.305148162480727
14,50,0.8898033446624863,6.676130157067054
15,50,4.992678875607649,2.6611129643611586
16,50,8.830418412127798,7.692415172729356
17,50,0,4.00480288044258
18,50,2.044388216128659,7.012953740798465
19,50,6.253678353309459,8.51671159974174
20,50,10.958018542733308,8.619081109535582
21,50,8.692343205941226,6.301774470432806
22,50,0.1886700724143334,7.784218880233415
23,50,4.6439443032447265,1.0714816055802436
24,50,10.944615528645766,12
25,50,6.922395587345391,9.323610901400222
26,50,3.4619161166761856,6.5695381664394334
27,50,6.702636525597223,2.8541304487708823
28,50,8.698795188484562,8.418812017401383
29,50,9.866228951944432,9.548485429354272
0,55,11.879313004930307,7.529130165143628
1,55,4.559444107922696,8.843891126996342
2,55,0.1908813226821267,5.051212450404386
3,55,8.814077305502314,9.038524629619019
4,55,11.91115326873088,12
5,55,3.4040549795198314,6.183533055510089
6,55,11.008848031433407,11.707980473996692
7,55,3.8212816744765976,5.971115866534808
8,55,10.584707096966259,8.435591058183704
9,55,2.6689372424459297,9.8242424082977
10,55,10.241391965889912,12
11,55,3.1349953300334947,9.00121896462851
12,55,3.925645775088138,8.662910507127991
13,55,1.4980138697252274,8.33417787581644
14,55,0.8995086653992387,6.697650432139484
15,55,5.085993232267517,2.7188621133342425
16,55,8.931777209013912,7.655920696821968
17,55,0,3.9748454713694943
18,55,2.04350188165152,7.012510728450235
19,55,6.295721634638216,8.428935485804473
20,55,10.840086766789138,8.6752485087335
21,55,8.798392592497182,6.196749927071662
22,55,0.25693730375750784,7.896818574274146
23,55,4.723761784823687,1.079961425552019
24,55,10.863187274570084,12
25,55,7.010279109944874,9.351770735643504
26,55,3.506734306302552,6.624903891998449
27,55,6.819287299122775,2.831415385400327
28,55,8.656661186447973,8.485078021614813
29,55,9.81949297805086,9.468123243597455
0,60,11.873855964458352,7.497609682013668
1,60,4.62056822846668,8.866301245429986
2,60,0.24420890846020032,5.07205097398189
3,60,8.79934507364168,9.039732826454893
4,60,11.909568245599404,12
5,60,3.4398625636096023,6.105817949566307
6,60,10.978988105693464,11.74980834766328
7,60,3.7422112983282356,5.952993958483286
8,60,10.678012430027287,8.351601804885549
9,60,2.7157927603646517,9.812473675965775
10,60,10.26004569846024,12
11,60,3.092189680002967,8.92494928746148
12,60,3.9209425544170795,8.708673194519827
13,60,1.4579662154120596,8.358023630160318
14,60,0.9113137567374042,6.724138604536725
15,60,5.1943603733109,2.7906863933163684
16,60,9.05210623490332,7.609779974058108
17,60,0,3.948190096064408
18,60,2.0465581423553973,7.013963634093236
19,60,6.3377703262089184,8.33219756110782
20,60,10.734438783553419,8.725067986057487
21,60,8.892690178051636,6.100244897697218
