<built-in function id>,0,5.960593791227549,6.988821225895093,-1,-1,-1,4,4,-1
<built-in function id>,0,8.017971683307417,0.0,-1,-1,0,-1,-1,2
<built-in function id>,0,0.9693705692639368,3.054603080974218,-1,-1,-1,0,-1,-1
<built-in function id>,0,8.993827808005076,4.039451455262218,-1,-1,-1,-1,5,-1
<built-in function id>,0,2.0130919339852684,7.946981641241544,-1,-1,-1,3,-1,-1
<built-in function id>,0,0.0,0.0,0,-1,5,-1,-1,0
<built-in function id>,0,9.935400595258647,4.017681801836737,1,-1,-1,-1,-1,-1
<built-in function id>,0,10.974563333094226,0.952778554490292,4,4,4,-1,-1,-1
<built-in function id>,0,11.008955733634794,12.0,-1,-1,-1,8,-1,8
<built-in function id>,0,10.007595419589812,8.939277368775207,-1,2,2,-1,8,8
<built-in function id>,0,12.0,4.943730607700425,-1,-1,-1,5,-1,-1
<built-in function id>,0,8.955563876419953,0.0,4,-1,-1,2,-1,2
<built-in function id>,0,6.020084212600697,7.967752572445295,6,-1,-1,4,-1,4
<built-in function id>,0,7.95321493332035,8.984921863202088,-1,-1,5,7,7,-1
<built-in function id>,0,7.045483279620176,12.0,1,1,1,7,-1,-1
<built-in function id>,0,4.031907350912913,0.0,-1,2,-1,1,1,-1
<built-in function id>,0,9.9592081301296,6.004264232009498,-1,-1,-1,5,-1,-1
<built-in function id>,0,6.977371484605956,11.926202772697527,-1,-1,1,-1,-1,-1
<built-in function id>,0,2.0026066451938243,0.9256376122154336,-1,2,-1,0,-1,-1
<built-in function id>,0,5.973481454004455,6.046461213011916,-1,-1,-1,4,-1,-1
<built-in function id>,0,11.004258865895356,10.980384393209658,8,-1,8,-1,-1,-1
<built-in function id>,0,5.976963960395631,7.052595154630689,-1,8,4,4,4,-1
<built-in function id>,0,1.0002290493613906,9.969709994050222,-1,2,-1,6,-1,6
<built-in function id>,0,4.039536001632398,7.959731593138283,-1,-1,5,4,-1,-1
<built-in function id>,0,3.0613705965030777,7.024970235337504,5,-1,5,-1,-1,-1
<built-in function id>,0,8.010042562074764,3.935129121340422,-1,-1,8,-1,2,-1
<built-in function id>,0,0.0,4.0609990609387445,0,-1,-1,3,-1,-1
<built-in function id>,0,3.0046582459367333,10.963153952852837,4,2,-1,-1,6,-1
<built-in function id>,0,7.9455094718562815,7.003254724661062,-1,2,-1,4,-1,4
<built-in function id>,0,9.997750625560256,0.0,-1,2,-1,-1,-1,-1
<built-in function id>,5,5.915570615646959,6.974564014455752,-1,-1,-1,4,4,-1
<built-in function id>,5,8.032351348858485,0.0,-1,-1,0,-1,-1,2
<built-in function id>,5,0.9408718391416544,3.106397067867817,-1,-1,-1,0,-1,-1
<built-in function id>,5,8.984748739389083,4.087636617341606,-1,-1,-1,-1,5,-1
<built-in function id>,5,2.022963915217145,7.902436812645813,-1,-1,-1,3,-1,-1
<built-in function id>,5,0.0,0.0,0,-1,8,-1,-1,0
<built-in function id>,5,9.847629536026547,4.043169118234048,1,-1,-1,-1,-1,-1
<built-in function id>,5,10.946395654409374,0.9001236883139668,4,8,4,-1,-1,-1
<built-in function id>,5,10.98168668029689,12.0,-1,-1,-1,8,-1,8
