x(0, 0, 0), 0.0
x(0, 0, 1), 0.0
x(0, 0, 2), 0.0
x(0, 0, 3), -2.220446049250313e-16
x(0, 0, 4), 1.0000000000000002
x(0, 0, 5), 0.0
x(0, 0, 6), 0.0
x(0, 0, 7), 0.0
x(0, 0, 8), 0.0
x(1, 0, 0), 0.0
x(1, 0, 1), 0.0
x(1, 0, 2), 0.0
x(1, 0, 3), 1.0
x(1, 0, 4), 0.0
x(1, 0, 5), 0.0
x(1, 0, 6), 0.0
x(1, 0, 7), 0.0
x(1, 0, 8), 0.0
x(4, 1, 0), 0.0
x(4, 1, 1), 0.0
x(4, 1, 2), 0.0
x(4, 1, 3), 0.0
x(4, 1, 4), 0.0
x(4, 1, 5), 1.0
x(4, 1, 6), 0.0
x(4, 1, 7), 0.0
x(4, 1, 8), 0.0
x(5, 1, 0), 0.0
x(5, 1, 1), 0.0
x(5, 1, 2), 0.0
x(5, 1, 3), 1.0
x(5, 1, 4), 0.0
x(5, 1, 5), 0.0
x(5, 1, 6), 0.0
x(5, 1, 7), 0.0
x(5, 1, 8), 0.0
x(6, 0, 0), 0.0
x(6, 0, 1), 0.0
x(6, 0, 2), 0.0
x(6, 0, 3), 0.0
x(6, 0, 4), 0.0
x(6, 0, 5), 0.0
x(6, 0, 6), 0.0
x(6, 0, 7), 0.0
x(6, 0, 8), 1.0
x(6, 1, 0), 0.0
x(6, 1, 1), 0.0
x(6, 1, 2), 0.0
x(6, 1, 3), 0.0
x(6, 1, 4), 0.0
x(6, 1, 5), 0.0
x(6, 1, 6), 0.0
x(6, 1, 7), 0.0
x(6, 1, 8), 1.0
x(7, 0, 0), 0.0
x(7, 0, 1), 0.0
x(7, 0, 2), 0.0
x(7, 0, 3), 1.0
x(7, 0, 4), 0.0
x(7, 0, 5), 0.0
x(7, 0, 6), 0.0
x(7, 0, 7), 0.0
x(7, 0, 8), 0.0
x(8, 0, 0), 0.0
x(8, 0, 1), 0.0
x(8, 0, 2), 0.0
x(8, 0, 3), 0.0
x(8, 0, 4), 0.9999999999999999
x(8, 0, 5), 0.0
x(8, 0, 6), 0.0
x(8, 0, 7), 0.0
x(8, 0, 8), 0.0
x(9, 1, 0), 0.0
x(9, 1, 1), 1.0
x(9, 1, 2), 0.0
x(9, 1, 3), 0.0
x(9, 1, 4), 0.0
x(9, 1, 5), 0.0
x(9, 1, 6), 0.0
x(9, 1, 7), 0.0
x(9, 1, 8), 0.0
x(12, 0, 0), 0.0
x(12, 0, 1), 0.0
x(12, 0, 2), 0.0
x(12, 0, 3), 0.0
x(12, 0, 4), 0.0
x(12, 0, 5), 0.0
x(12, 0, 6), 0.0
x(12, 0, 7), 1.0
x(12, 0, 8), 0.0
x(12, 1, 0), 0.0
x(12, 1, 1), 0.0
x(12, 1, 2), 0.0
x(12, 1, 3), 0.0
x(12, 1, 4), 0.0
x(12, 1, 5), 0.0
x(12, 1, 6), 0.0
x(12, 1, 7), 1.0
x(12, 1, 8), 0.0
x(13, 1, 0), 0.0
x(13, 1, 1), 1.0
x(13, 1, 2), 0.0
x(13, 1, 3), 0.0
x(13, 1, 4), 0.0
x(13, 1, 5), 0.0
x(13, 1, 6), 0.0
x(13, 1, 7), 0.0
x(13, 1, 8), 0.0
x(14, 0, 0), 0.0
x(14, 0, 1), 0.0
x(14, 0, 2), 0.0
x(14, 0, 3), 0.0
x(14, 0, 4), 0.0
x(14, 0, 5), 0.0
x(14, 0, 6), 0.0
x(14, 0, 7), 0.0
x(14, 0, 8), 1.0
x(14, 2, 0), 0.0
x(14, 2, 1), 0.0
x(14, 2, 2), 0.0
x(14, 2, 3), 0.0
x(14, 2, 4), 0.0
x(14, 2, 5), 0.0
x(14, 2, 6), 0.0
x(14, 2, 7), 0.0
x(14, 2, 8), 1.0
x(15, 1, 0), 0.0
x(15, 1, 1), 0.0
x(15, 1, 2), 0.0
x(15, 1, 3), 0.0
x(15, 1, 4), 0.0
x(15, 1, 5), 0.0
x(15, 1, 6), 1.0
x(15, 1, 7), 0.0
x(15, 1, 8), 0.0
x(16, 2, 0), 0.0
x(16, 2, 1), 0.0
x(16, 2, 2), 0.0
x(16, 2, 3), 0.0
x(16, 2, 4), 1.0
x(16, 2, 5), 0.0
x(16, 2, 6), 0.0
x(16, 2, 7), 0.0
x(16, 2, 8), 0.0
x(17, 1, 0), 0.0
x(17, 1, 1), 0.0
x(17, 1, 2), 0.0
x(17, 1, 3), 0.0
x(17, 1, 4), 1.0
x(17, 1, 5), 0.0
x(17, 1, 6), 0.0
x(17, 1, 7), 0.0
x(17, 1, 8), 0.0
x(18, 0, 0), 0.0
x(18, 0, 1), 0.0
x(18, 0, 2), 0.0
x(18, 0, 3), 0.0
x(18, 0, 4), 0.0
x(18, 0, 5), 0.0
x(18, 0, 6), 0.0
x(18, 0, 7), 0.0
x(18, 0, 8), 1.0
x(19, 1, 0), 0.0
x(19, 1, 1), 0.0
x(19, 1, 2), 1.0
x(19, 1, 3), 0.0
x(19, 1, 4), 0.0
x(19, 1, 5), 0.0
x(19, 1, 6), 0.0
x(19, 1, 7), 0.0
x(19, 1, 8), 0.0
x(19, 2, 0), 0.0
x(19, 2, 1), 0.0
x(19, 2, 2), 1.0
x(19, 2, 3), 0.0
x(19, 2, 4), 0.0
x(19, 2, 5), 0.0
x(19, 2, 6), 0.0
x(19, 2, 7), 0.0
x(19, 2, 8), 0.0
x(20, 0, 0), 0.0
x(20, 0, 1), 0.0
x(20, 0, 2), 0.0
x(20, 0, 3), 0.0
x(20, 0, 4), 0.0
x(20, 0, 5), 1.0
x(20, 0, 6), 0.0
x(20, 0, 7), 0.0
x(20, 0, 8), 0.0
x(21, 1, 0), 0.0
x(21, 1, 1), 1.0
x(21, 1, 2), 0.0
x(21, 1, 3), 0.0
x(21, 1, 4), 0.0
x(21, 1, 5), 0.0
x(21, 1, 6), 0.0
x(21, 1, 7), 0.0
x(21, 1, 8), 0.0
x(21, 2, 0), 0.0
x(21, 2, 1), 1.0
x(21, 2, 2), 0.0
x(21, 2, 3), 0.0
x(21, 2, 4), 0.0
x(21, 2, 5), 0.0
x(21, 2, 6), 0.0
x(21, 2, 7), 0.0
x(21, 2, 8), 0.0
x(23, 0, 0), 1.0
x(23, 0, 1), 0.0
x(23, 0, 2), 0.0
x(23, 0, 3), 0.0
x(23, 0, 4), 0.0
x(23, 0, 5), 0.0
x(23, 0, 6), 0.0
x(23, 0, 7), 0.0
x(23, 0, 8), 0.0
x(23, 1, 0), 1.0
x(23, 1, 1), 0.0
x(23, 1, 2), 0.0
x(23, 1, 3), 0.0
x(23, 1, 4), 0.0
x(23, 1, 5), 0.0
x(23, 1, 6), 0.0
x(23, 1, 7), 0.0
x(23, 1, 8), 0.0
x(24, 0, 0), 0.0
x(24, 0, 1), 0.0
x(24, 0, 2), 0.0
x(24, 0, 3), 0.0
x(24, 0, 4), 1.0
x(24, 0, 5), 0.0
x(24, 0, 6), 0.0
x(24, 0, 7), 0.0
x(24, 0, 8), 0.0
x(26, 1, 0), 0.0
x(26, 1, 1), 0.0
x(26, 1, 2), 0.0
x(26, 1, 3), 0.0
x(26, 1, 4), 0.0
x(26, 1, 5), 1.0
x(26, 1, 6), 0.0
x(26, 1, 7), 0.0
x(26, 1, 8), 0.0
x(26, 2, 0), 0.0
x(26, 2, 1), 0.0
x(26, 2, 2), 0.0
x(26, 2, 3), 0.0
x(26, 2, 4), 0.0
x(26, 2, 5), 1.0
x(26, 2, 6), 0.0
x(26, 2, 7), 0.0
x(26, 2, 8), 0.0
x(27, 2, 0), 0.0
x(27, 2, 1), 0.0
x(27, 2, 2), 0.0
x(27, 2, 3), 0.0
x(27, 2, 4), 0.0
x(27, 2, 5), 0.0
x(27, 2, 6), 1.0
x(27, 2, 7), 0.0
x(27, 2, 8), 0.0
x(28, 0, 0), 0.0
x(28, 0, 1), 0.0
x(28, 0, 2), 0.0
x(28, 0, 3), 0.0
x(28, 0, 4), 0.0
x(28, 0, 5), 1.0
x(28, 0, 6), 0.0
x(28, 0, 7), 0.0
x(28, 0, 8), 0.0
x(28, 2, 0), 0.0
x(28, 2, 1), 0.0
x(28, 2, 2), 0.0
x(28, 2, 3), 0.0
x(28, 2, 4), 0.0
x(28, 2, 5), 1.0
x(28, 2, 6), 0.0
x(28, 2, 7), 0.0
x(28, 2, 8), 0.0
x(29, 0, 0), 0.0
x(29, 0, 1), 0.0
x(29, 0, 2), 0.0
x(29, 0, 3), 1.0
x(29, 0, 4), 0.0
x(29, 0, 5), 0.0
x(29, 0, 6), 0.0
x(29, 0, 7), 0.0
x(29, 0, 8), 0.0
z(0, 0), 1.0
z(0, 1), 1.0
z(0, 2), 1.0
z(1, 0), 1.0
z(1, 1), 1.0
z(1, 2), 1.0
z(2, 0), 1.0
z(2, 1), 1.0
z(2, 2), 1.0
z(3, 0), 1.0
z(3, 1), 1.0
z(3, 2), 1.0
z(4, 0), 1.0
z(4, 1), 1.0
z(4, 2), 1.0
z(5, 0), 1.0
z(5, 1), 1.0
z(5, 2), 1.0
z(6, 0), 1.0
z(6, 1), 1.0
z(6, 2), 1.0
z(7, 0), 1.0
z(7, 1), 1.0
z(7, 2), 1.0
z(8, 0), 1.0
z(8, 1), 1.0
z(8, 2), 1.0
w(0, 0, 3, 0, 0), 0.0
w(0, 0, 3, 0, 1), 0.0
w(0, 0, 3, 0, 2), 0.0
w(0, 0, 3, 0, 3), 0.0
w(0, 0, 3, 0, 4), 0.0
w(0, 0, 3, 0, 5), 0.0
w(0, 0, 3, 0, 6), 0.0
w(0, 0, 3, 0, 7), 0.0
w(0, 0, 3, 0, 8), 0.0
w(0, 0, 3, 1, 0), 0.0
w(0, 0, 3, 1, 1), 0.0
w(0, 0, 3, 1, 2), 0.0
w(0, 0, 3, 1, 3), 0.0
w(0, 0, 3, 1, 4), 0.0
w(0, 0, 3, 1, 5), 0.0
w(0, 0, 3, 1, 6), 0.0
w(0, 0, 3, 1, 7), 0.0
w(0, 0, 3, 1, 8), 0.0
w(0, 0, 3, 2, 0), 0.0
w(0, 0, 3, 2, 1), 0.0
w(0, 0, 3, 2, 2), 0.0
w(0, 0, 3, 2, 3), 0.0
w(0, 0, 3, 2, 4), 0.0
w(0, 0, 3, 2, 5), 0.0
w(0, 0, 3, 2, 6), 0.0
w(0, 0, 3, 2, 7), 0.0
w(0, 0, 3, 2, 8), 0.0
w(0, 0, 3, 3, 0), 0.0
w(0, 0, 3, 3, 1), 0.0
w(0, 0, 3, 3, 2), -2.220446049250313e-16
