0,0,7.934730205637531,1.0083513435575782,1.0,1.0
1,0,5.999232485972791,1.0474282565524582,0.0,1.0
2,0,3.041976029802257,5.035461504299824,0.0,1.0
3,0,12.0,3.946771074118427,0.0,1.0
4,0,9.001090605268939,2.0613166617461283,0.0,1.0
5,0,0.0,7.957202236808756,1.0,0.0
6,0,9.062798779524664,3.0188913280958425,0.0,1.0
7,0,5.968956193071005,9.933003361471352,1.0,0.0
8,0,9.951762507976856,2.941681077903638,0.0,1.0
9,0,5.972840974806251,1.955770440582573,1.0,0.0
10,0,8.957164737234363,2.02693543134295,1.0,1.0
11,0,10.04647634552608,0.0329391027150817,0.0,1.0
12,0,7.95630119069871,8.977038348429867,1.0,0.0
13,0,1.9651904353009413,3.979775166377978,1.0,0.0
14,0,3.00368122410332,3.071305856322311,1.0,0.0
0,5,7.879711762195376,1.0146970676102676,1.0,1.0
1,5,5.99884356148751,1.100971913647912,0.0,1.0
2,5,3.096210405614872,5.078719896605568,0.0,1.0
3,5,12.0,3.894065485085228,0.0,1.0
4,5,9.00136973400338,2.0894485657045827,0.0,1.0
5,5,0.0,7.929003580799297,1.0,0.0
6,5,9.130095529100528,3.0395453696258325,0.0,1.0
7,5,5.948801450469379,9.892830837667956,1.0,0.0
8,5,9.918078777029113,2.900455865987269,0.0,1.0
9,5,5.948651432090373,1.91605487914094,1.0,0.0
10,5,8.907007783064728,2.059024352235112,1.0,1.0
11,5,10.090273311942028,0.0630945437904818,0.0,1.0
12,5,7.899971751171505,8.947154050962823,1.0,0.0
13,5,1.9038522882839115,3.945306187505985,1.0,0.0
14,5,3.0060813667907693,3.117940844294708,1.0,0.0
0,10,7.852984685456937,1.0178484123889664,1.0,1.0
1,10,5.99813010715096,1.1579769064003962,0.0,1.0
2,10,3.122210045602309,5.098742498663283,0.0,1.0
3,10,12.0,3.8590331826299513,0.0,1.0
4,10,9.00069305929617,2.152052992830356,0.0,1.0
5,10,0.0,7.884535621721502,1.0,0.0
6,10,9.16586349817908,3.049633467916763,0.0,1.0
7,10,5.926397683489469,9.8483013147185,1.0,0.0
8,10,9.8742896018308,2.84603924953237,0.0,1.0
9,10,5.9232027403018455,1.8726104711740552,1.0,0.0
10,10,8.868287912507702,2.0858121175013413,1.0,1.0
11,10,10.121397388928624,0.0841963757319354,0.0,1.0
12,10,7.832480396196901,8.911275286246605,1.0,0.0
13,10,1.8669425344617896,3.925059645384704,1.0,0.0
14,10,3.008811078347422,3.1613993629136248,1.0,0.0
0,15,7.808479402739673,1.0239838097601666,1.0,1.0
1,15,5.998369679146966,1.2033535868516867,0.0,1.0
2,15,3.1665433632226216,5.132767115843896,0.0,1.0
3,15,12.0,3.8144870941303606,0.0,1.0
4,15,9.000227554781935,2.223219587915472,0.0,1.0
5,15,0.0,7.844973652892712,1.0,0.0
6,15,9.218597804603268,3.0652359129126694,0.0,1.0
7,15,5.8985327894821,9.7959727128863,1.0,0.0
8,15,9.843225150001595,2.806224347677688,0.0,1.0
9,15,5.896425443729869,1.827309910825044,1.0,0.0
10,15,8.797169178939974,2.138203364099741,1.0,1.0
11,15,10.160722760677205,0.111374393522062,0.0,1.0
12,15,7.784280483876775,8.88634303956748,1.0,0.0
13,15,1.8168619339179808,3.89948453947926,1.0,0.0
14,15,3.012323649958937,3.210039222218092,1.0,0.0
0,20,7.755880338903363,1.0314968083712983,1.0,1.0
1,20,5.996659272957438,1.2593354328787585,0.0,1.0
2,20,3.1897064695398165,5.1508591991956525,0.0,1.0
3,20,12.0,3.776423151307261,0.0,1.0
4,20,8.996837514605033,2.289383927337076,0.0,1.0
5,20,0.0,7.825541520449373,1.0,0.0
6,20,9.256471660845198,3.077197819571571,0.0,1.0
7,20,5.876646045203335,9.757192096136505,1.0,0.0
8,20,9.802854599409097,2.7546983111226955,0.0,1.0
9,20,5.862672737290472,1.7674672371468902,1.0,0.0
10,20,8.7326369014554,2.1846001084919147,1.0,1.0
11,20,10.217863887327397,0.1493858512524882,0.0,1.0
12,20,7.724550586548904,8.854292812287165,1.0,0.0
13,20,1.7662714314156611,3.874332999301321,1.0,0.0
14,20,3.01598684549702,3.2558509782299927,1.0,0.0
0,25,7.687129507403128,1.0401288738629642,1.0,1.0
1,25,5.993928669369795,1.3136189193630148,0.0,1.0
2,25,3.2344692476620267,5.185883478340637,0.0,1.0
3,25,12.0,3.732392239066002,0.0,1.0
4,25,8.99148651249746,2.3551093188366106,0.0,1.0
5,25,0.0,7.783440795741886,1.0,0.0
6,25,9.284586919011076,3.0865934552923293,0.0,1.0
7,25,5.8492679448874565,9.709368116382404,1.0,0.0
8,25,9.755950855554325,2.693449056903262,0.0,1.0
9,25,5.834632357056568,1.720783363044232,1.0,0.0
